AIN,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
30545375,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
30550171,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
30562825,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
30563369,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30564229,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30565422,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
30566721,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,8120,0
30566869,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,329188,1
30567420,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30568170,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30568837,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30569572,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30570681,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,5000,1
30572656,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30573154,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
30573171,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,1
30575511,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
30576756,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
30577794,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30580658,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30581067,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,6960,1
30581281,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
30581801,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,180240,1
30582437,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
30583469,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
30585271,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
30586918,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30588235,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30589074,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30590199,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
30590575,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30591943,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
30592846,T3,CompanySponsored,C1000,Preservation,Trust,1,1-9999,N,47901,0
30593250,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30593497,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30595081,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,23322,1
30595699,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30600651,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30600827,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
30602301,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
30603791,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,102050,1
30605403,T3,Independent,C4100,Preservation,Trust,1,0,N,5000,1
30606006,T3,Independent,C7200,Preservation,Trust,1,0,N,5000,1
30608993,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
30609591,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30610620,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
30612337,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30613105,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
36074696,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,25846,1
36100362,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,10935786,1
41422332,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
42617261,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42618501,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42628395,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42657091,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42661018,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42680586,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42693710,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42701586,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42731772,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42734014,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42799974,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42867821,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
43132378,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
43192858,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
43391106,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
43457540,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
43466856,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
43513466,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
43585301,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1562336,1
43585480,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,281725,0
43591728,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
43599174,T3,Independent,C1000,Preservation,Association,1,100000-499999,N,122937,1
43603079,T3,Independent,C2700,Preservation,Trust,1,25000-99999,N,12753,0
43604343,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
43604445,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
43607056,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
43609536,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
43610881,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
43612837,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
43621659,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,410463,1
43623979,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,38286,0
43626450,T3,Independent,C3000,Preservation,Trust,1,25000-99999,N,22527,0
43626635,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
43628795,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,47129,1
43636446,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
43638103,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
43642997,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,966422,1
43650108,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
43650185,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
43656147,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,718228,1
43665461,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
43668071,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
43668786,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
43672157,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
43678629,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,2461713,0
43692973,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,876484,0
43695465,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,14698,1
43695847,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,110885,1
43698138,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
43704830,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
43709854,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
43713691,T3,Independent,C1400,Preservation,Trust,1,25000-99999,N,11659,1
43719956,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
43722730,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
43723775,T3,CompanySponsored,C1000,Preservation,Co-operative,1,0,N,5000,0
43724932,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
43737801,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
43744990,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
43749098,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,64075,0
43751575,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,78769,0
43755488,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
43757556,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
43757857,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,2908673,1
43758731,T6,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,1
43762309,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,216643,0
43765988,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,16221,1
43767693,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
43771939,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
43773726,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
43774629,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,140950,1
43775347,T3,CompanySponsored,C1200,Preservation,Trust,1,1M-5M,N,3676333,0
43776788,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,5000,1
43777815,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,30079,1
43779732,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
43780008,T3,Independent,C1000,Preservation,Association,1,25000-99999,N,5000,0
43783798,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
43793319,T4,Independent,C2000,ProductDev,Association,1,0,N,5000,0
43793663,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
43795138,T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,9390,1
43795698,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,98931,1
43796362,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
43797995,T3,Independent,C1000,Preservation,Association,1,25000-99999,N,12509,0
43801036,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,20770,0
43803024,T19,Independent,C1000,ProductDev,Association,1,0,N,5000,1
43804109,T4,Independent,C1000,ProductDev,Association,1,25000-99999,N,118386,1
43807413,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,120281,1
43813271,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
43814338,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,6209,0
43815340,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,71609,0
43815491,T3,CompanySponsored,C1000,CommunityServ,Trust,1,100000-499999,N,155956,0
43817630,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
43818397,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
43818927,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,176563,0
43820094,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
43822257,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,977905,1
43824239,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
43826527,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
43827103,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
43828057,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
43828761,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,64035,0
43829975,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
43833484,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
43834022,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
43834305,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
43834985,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
43836323,T4,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,34914,0
43837740,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
43842200,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
43843020,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
43844122,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
43844543,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
43848025,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,0
43848896,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
43849387,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
46068837,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
46167821,T3,CompanySponsored,C2800,Preservation,Association,1,1M-5M,N,1019926,1
46962275,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
46998710,T5,Independent,C3000,ProductDev,Co-operative,1,25000-99999,N,1202409,0
50523733,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,540615,1
50533269,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
50544006,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,2205817,1
50544075,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
50544491,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,13201,0
50561241,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
50563477,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,70786,1
50567476,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,43808,0
50569610,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
50575732,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,240757,1
50589877,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,5000,0
50590755,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
50594185,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
50596752,T19,Independent,C1000,Preservation,Association,1,0,N,5000,0
50602297,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
50605912,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
50606152,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
50606538,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
50606601,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
50615756,T3,Independent,C2100,Preservation,Association,1,1-9999,N,6354,1
50616114,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,27001,0
50617269,T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,49983,0
50621482,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
50623117,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
50624088,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
50627139,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
50627435,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
50627706,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
50629625,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
50630384,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
50631695,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
50632144,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,5000,1
50632166,T3,Independent,C1270,Preservation,Trust,1,25000-99999,N,9246,1
50634136,T3,Independent,C1200,Preservation,Association,1,25000-99999,N,90657,1
50634144,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
50634230,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
50634751,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
50634870,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,36355,1
50634897,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,22840,1
60982209,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
61176922,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
61321377,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,9516,1
61358463,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,215957,1
61359199,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
61421971,T3,Independent,C1000,Preservation,Co-operative,1,25000-99999,N,805021,1
61426713,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
61484961,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,2238748,1
61638716,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
61639567,T3,Independent,C7000,Preservation,Trust,1,1-9999,N,5000,1
61642157,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
61643294,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
61648391,T6,Independent,C2000,ProductDev,Trust,1,100000-499999,N,8517,0
61649752,T8,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
61650417,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,13541,1
61652272,T3,CompanySponsored,C1000,Preservation,Association,1,1-9999,N,410489,1
61652947,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,340393,1
61654439,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
61660337,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61665953,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
61666537,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,195884,1
61669547,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
61670156,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,84674,1
61676080,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
61680429,T3,Independent,C4000,Preservation,Trust,1,25000-99999,N,3032675,1
61681671,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
61688711,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
61696182,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,51846,1
61697613,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
61701099,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
61703957,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,990952,0
61705593,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
61706292,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
61706401,T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,52853,1
61706680,T7,Independent,C1000,ProductDev,Association,1,0,N,5000,1
61711252,T3,CompanySponsored,C2300,Preservation,Association,1,0,N,5000,0
61717336,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
61718935,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
61719341,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,21590,1
61723401,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
61726852,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,54922,0
61727877,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
61733246,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61733527,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
61735170,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,24773,0
61736261,T6,Independent,C3000,ProductDev,Association,1,0,N,5000,1
61739062,T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
61740023,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61744691,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
61745879,T4,Independent,C3000,CommunityServ,Trust,1,1M-5M,N,199269,1
61747677,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,59647,0
61748986,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61751943,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,199400,0
61752523,T19,Independent,C1000,Preservation,Trust,1,0,N,5000,1
61758574,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61758618,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61759227,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61762388,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
61764737,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,5003439,0
61764751,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
61766682,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61767921,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61771304,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
61773402,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61773945,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61773985,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,73046,1
61774226,T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,114797,1
61774563,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61775253,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61776651,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61781559,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61783255,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
61787520,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
61788405,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
61788754,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
61791122,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
61791331,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
61792182,T3,CompanySponsored,C1200,ProductDev,Trust,1,0,N,5000,1
61801239,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
61806270,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
61807554,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,8123,1
61807824,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
61808702,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,5000,1
